Movie_ID,Title,Genre,Director,Cast,Country,Release_Year,Rating,Duration_Minutes,Language,Popularity_Score,Vote_Count,Age_Group,Description,Combined_Features
1458,Dark Night 1458,Sci-Fi,Christopher Lee,Tom Harris,UK,2006,U/A,110,Spanish,7.2,133348,Kids,"A sci-fi movie directed by Christopher Lee, starring Tom Harris. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Christopher Lee Tom Harris UK Spanish U/A Kids A sci-fi movie directed by Christopher Lee, starring Tom Harris. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1459,The Secret 1459,Adventure,Christopher Lee,Ananya Sharma,India,2010,PG,164,Korean,8.02,374269,Kids,"A adventure movie directed by Christopher Lee, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Christopher Lee Ananya Sharma India Korean PG Kids A adventure movie directed by Christopher Lee, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1460,The Last Hero 1460,Action,Raj Kumar,Daniel Scott,Australia,2014,PG-13,129,Tamil,3.28,12084,Teens,"A action movie directed by Raj Kumar, starring Daniel Scott. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Raj Kumar Daniel Scott Australia Tamil PG-13 Teens A action movie directed by Raj Kumar, starring Daniel Scott. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1461,The Great Adventure 1461,Drama,James Anderson,John Carter,Australia,2000,PG,154,French,9.93,420,Adults,"A drama movie directed by James Anderson, starring John Carter. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama James Anderson John Carter Australia French PG Adults A drama movie directed by James Anderson, starring John Carter. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1462,The Warrior 1462,Animation,Michael Brown,Emily Brown,South Korea,2014,PG,171,Spanish,8.03,351018,Kids,"A animation movie directed by Michael Brown, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation Michael Brown Emily Brown South Korea Spanish PG Kids A animation movie directed by Michael Brown, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1463,Love Story 1463,Romance,Michael Brown,Michael Johnson,France,2001,A,103,Korean,5.6,404086,Kids,"A romance movie directed by Michael Brown, starring Michael Johnson. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Michael Brown Michael Johnson France Korean A Kids A romance movie directed by Michael Brown, starring Michael Johnson. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1464,Dreams of Tomorrow 1464,Drama,Robert Wilson,David Miller,UK,2025,U,154,French,9.81,46350,Teens,"A drama movie directed by Robert Wilson, starring David Miller. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Robert Wilson David Miller UK French U Teens A drama movie directed by Robert Wilson, starring David Miller. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1465,Beyond Time 1465,Adventure,Priya Sharma,Michael Johnson,Japan,2010,R,146,French,3.92,395853,Kids,"A adventure movie directed by Priya Sharma, starring Michael Johnson. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Priya Sharma Michael Johnson Japan French R Kids A adventure movie directed by Priya Sharma, starring Michael Johnson. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1466,Ocean Mystery 1466,Thriller,Robert Wilson,Emily Brown,USA,2016,PG,133,Spanish,6.43,160499,Teens,"A thriller movie directed by Robert Wilson, starring Emily Brown. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller Robert Wilson Emily Brown USA Spanish PG Teens A thriller movie directed by Robert Wilson, starring Emily Brown. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1467,Digital World 1467,Horror,Vikram Singh,Arjun Reddy,France,2001,PG,139,Japanese,1.01,210615,Adults,"A horror movie directed by Vikram Singh, starring Arjun Reddy. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Vikram Singh Arjun Reddy France Japanese PG Adults A horror movie directed by Vikram Singh, starring Arjun Reddy. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1468,Unknown Enemy 1468,Horror,John Williams,Tom Harris,France,2005,PG,107,Hindi,7.92,327136,Adults,"A horror movie directed by John Williams, starring Tom Harris. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror John Williams Tom Harris France Hindi PG Adults A horror movie directed by John Williams, starring Tom Harris. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1469,The Great Adventure 1469,Horror,James Anderson,Tom Harris,South Korea,2009,R,139,Telugu,9.49,382788,Teens,"A horror movie directed by James Anderson, starring Tom Harris. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror James Anderson Tom Harris South Korea Telugu R Teens A horror movie directed by James Anderson, starring Tom Harris. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1470,Dreams of Tomorrow 1470,Animation,Michael Brown,Daniel Scott,UK,2012,A,121,Spanish,3.26,148825,Kids,"A animation movie directed by Michael Brown, starring Daniel Scott. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation Michael Brown Daniel Scott UK Spanish A Kids A animation movie directed by Michael Brown, starring Daniel Scott. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1471,Broken Dreams 1471,Horror,Raj Kumar,Ananya Sharma,India,2015,PG-13,101,Tamil,2.1,383829,Kids,"A horror movie directed by Raj Kumar, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Raj Kumar Ananya Sharma India Tamil PG-13 Kids A horror movie directed by Raj Kumar, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1472,The Warrior 1472,Action,Daniel Thomas,Chris Evans,India,2010,R,106,Japanese,7.61,43269,Kids,"A action movie directed by Daniel Thomas, starring Chris Evans. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Daniel Thomas Chris Evans India Japanese R Kids A action movie directed by Daniel Thomas, starring Chris Evans. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1473,The Last Hero 1473,Action,Michael Brown,Robert King,France,2025,R,168,Spanish,9.36,267787,Teens,"A action movie directed by Michael Brown, starring Robert King. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Michael Brown Robert King France Spanish R Teens A action movie directed by Michael Brown, starring Robert King. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1474,Unknown Enemy 1474,Comedy,Priya Sharma,Chris Evans,UK,2008,PG-13,155,Tamil,1.25,221805,Kids,"A comedy movie directed by Priya Sharma, starring Chris Evans. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Priya Sharma Chris Evans UK Tamil PG-13 Kids A comedy movie directed by Priya Sharma, starring Chris Evans. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1475,The Secret 1475,Horror,John Williams,Tom Harris,South Korea,2024,R,177,French,8.58,203914,Family,"A horror movie directed by John Williams, starring Tom Harris. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror John Williams Tom Harris South Korea French R Family A horror movie directed by John Williams, starring Tom Harris. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1476,The Forgotten Story 1476,Sci-Fi,Robert Wilson,John Carter,Australia,2001,A,144,Spanish,7.06,48903,Teens,"A sci-fi movie directed by Robert Wilson, starring John Carter. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Robert Wilson John Carter Australia Spanish A Teens A sci-fi movie directed by Robert Wilson, starring John Carter. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1477,Beyond Time 1477,Adventure,Robert Wilson,Emily Brown,France,2023,A,106,Telugu,6.7,455324,Teens,"A adventure movie directed by Robert Wilson, starring Emily Brown. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Robert Wilson Emily Brown France Telugu A Teens A adventure movie directed by Robert Wilson, starring Emily Brown. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1478,Dark Night 1478,Sci-Fi,Steven Martin,David Miller,Australia,2013,A,145,Spanish,1.45,14959,Family,"A sci-fi movie directed by Steven Martin, starring David Miller. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Steven Martin David Miller Australia Spanish A Family A sci-fi movie directed by Steven Martin, starring David Miller. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1479,The Final Mission 1479,Animation,David Smith,Ravi Kumar,Japan,2004,PG-13,107,Hindi,2.49,111562,Family,"A animation movie directed by David Smith, starring Ravi Kumar. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation David Smith Ravi Kumar Japan Hindi PG-13 Family A animation movie directed by David Smith, starring Ravi Kumar. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1480,The Warrior 1480,Romance,Steven Martin,Emily Brown,France,2023,PG,100,Korean,1.62,142257,Family,"A romance movie directed by Steven Martin, starring Emily Brown. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Steven Martin Emily Brown France Korean PG Family A romance movie directed by Steven Martin, starring Emily Brown. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1481,Unknown Enemy 1481,Sci-Fi,Robert Wilson,Ananya Sharma,India,2004,U,97,English,2.15,152325,Teens,"A sci-fi movie directed by Robert Wilson, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Robert Wilson Ananya Sharma India English U Teens A sci-fi movie directed by Robert Wilson, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1482,The Forgotten Story 1482,Adventure,Michael Brown,David Miller,France,2025,PG-13,155,Telugu,2.36,136745,Adults,"A adventure movie directed by Michael Brown, starring David Miller. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Michael Brown David Miller France Telugu PG-13 Adults A adventure movie directed by Michael Brown, starring David Miller. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1483,The Great Adventure 1483,Action,Robert Wilson,Robert King,Japan,2003,PG-13,124,English,3.64,342321,Family,"A action movie directed by Robert Wilson, starring Robert King. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Robert Wilson Robert King Japan English PG-13 Family A action movie directed by Robert Wilson, starring Robert King. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1484,Silent Killer 1484,Action,James Anderson,Tom Harris,Australia,2015,PG-13,140,Hindi,9.1,330556,Kids,"A action movie directed by James Anderson, starring Tom Harris. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Action James Anderson Tom Harris Australia Hindi PG-13 Kids A action movie directed by James Anderson, starring Tom Harris. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1485,Love Story 1485,Horror,Arjun Rao,Ananya Sharma,France,2000,R,124,English,7.12,7797,Kids,"A horror movie directed by Arjun Rao, starring Ananya Sharma. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Arjun Rao Ananya Sharma France English R Kids A horror movie directed by Arjun Rao, starring Ananya Sharma. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1486,The Secret 1486,Thriller,Steven Martin,Robert King,South Korea,2005,R,146,Telugu,3.28,466896,Teens,"A thriller movie directed by Steven Martin, starring Robert King. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller Steven Martin Robert King South Korea Telugu R Teens A thriller movie directed by Steven Martin, starring Robert King. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1487,The Forgotten Story 1487,Horror,Vikram Singh,Chris Evans,India,2015,R,138,Korean,9.32,76536,Teens,"A horror movie directed by Vikram Singh, starring Chris Evans. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Vikram Singh Chris Evans India Korean R Teens A horror movie directed by Vikram Singh, starring Chris Evans. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1488,The Last Hero 1488,Comedy,James Anderson,Tom Harris,UK,2007,U,157,Hindi,4.98,479025,Teens,"A comedy movie directed by James Anderson, starring Tom Harris. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy James Anderson Tom Harris UK Hindi U Teens A comedy movie directed by James Anderson, starring Tom Harris. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1489,Magic World 1489,Thriller,James Anderson,Ananya Sharma,India,2005,U,91,Korean,3.91,72784,Kids,"A thriller movie directed by James Anderson, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller James Anderson Ananya Sharma India Korean U Kids A thriller movie directed by James Anderson, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1490,Ocean Mystery 1490,Horror,Robert Wilson,Ananya Sharma,UK,2022,A,93,Tamil,2.15,216721,Family,"A horror movie directed by Robert Wilson, starring Ananya Sharma. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Robert Wilson Ananya Sharma UK Tamil A Family A horror movie directed by Robert Wilson, starring Ananya Sharma. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1491,Lost World 1491,Adventure,James Anderson,Ravi Kumar,UK,2014,U/A,123,English,9.32,423321,Teens,"A adventure movie directed by James Anderson, starring Ravi Kumar. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure James Anderson Ravi Kumar UK English U/A Teens A adventure movie directed by James Anderson, starring Ravi Kumar. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1492,Dreams of Tomorrow 1492,Drama,Steven Martin,Michael Johnson,Canada,2014,A,123,Korean,6.85,174288,Adults,"A drama movie directed by Steven Martin, starring Michael Johnson. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Steven Martin Michael Johnson Canada Korean A Adults A drama movie directed by Steven Martin, starring Michael Johnson. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
1493,Magic World 1493,Comedy,Arjun Rao,Ananya Sharma,France,2019,PG,166,Spanish,7.56,153566,Kids,"A comedy movie directed by Arjun Rao, starring Ananya Sharma. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Arjun Rao Ananya Sharma France Spanish PG Kids A comedy movie directed by Arjun Rao, starring Ananya Sharma. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1494,Broken Dreams 1494,Documentary,Robert Wilson,Ravi Kumar,UK,2013,PG,158,English,9.02,361816,Kids,"A documentary movie directed by Robert Wilson, starring Ravi Kumar. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Robert Wilson Ravi Kumar UK English PG Kids A documentary movie directed by Robert Wilson, starring Ravi Kumar. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1495,The Forgotten Story 1495,Adventure,Robert Wilson,Tom Harris,Australia,2002,PG,96,English,5.99,103633,Kids,"A adventure movie directed by Robert Wilson, starring Tom Harris. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Robert Wilson Tom Harris Australia English PG Kids A adventure movie directed by Robert Wilson, starring Tom Harris. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1496,The Last Journey 1496,Romance,David Smith,Ananya Sharma,South Korea,2021,U/A,141,Spanish,5.86,328715,Adults,"A romance movie directed by David Smith, starring Ananya Sharma. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance David Smith Ananya Sharma South Korea Spanish U/A Adults A romance movie directed by David Smith, starring Ananya Sharma. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1497,The Last Hero 1497,Animation,Steven Martin,David Miller,France,2012,U,163,Japanese,6.09,245036,Teens,"A animation movie directed by Steven Martin, starring David Miller. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation Steven Martin David Miller France Japanese U Teens A animation movie directed by Steven Martin, starring David Miller. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1498,The Final Mission 1498,Drama,Christopher Lee,Emily Brown,France,2005,A,104,Korean,4.46,34853,Adults,"A drama movie directed by Christopher Lee, starring Emily Brown. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Christopher Lee Emily Brown France Korean A Adults A drama movie directed by Christopher Lee, starring Emily Brown. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1499,Dreams of Tomorrow 1499,Sci-Fi,James Anderson,Emily Brown,South Korea,2012,PG-13,148,Japanese,4.5,278204,Teens,"A sci-fi movie directed by James Anderson, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi James Anderson Emily Brown South Korea Japanese PG-13 Teens A sci-fi movie directed by James Anderson, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1500,Silent Killer 1500,Adventure,Priya Sharma,Priya Rao,Australia,2007,PG-13,80,Telugu,3.83,374714,Adults,"A adventure movie directed by Priya Sharma, starring Priya Rao. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Priya Sharma Priya Rao Australia Telugu PG-13 Adults A adventure movie directed by Priya Sharma, starring Priya Rao. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1501,The Last Journey 1501,Adventure,Arjun Rao,Ravi Kumar,USA,2010,R,118,English,9.89,50619,Teens,"A adventure movie directed by Arjun Rao, starring Ravi Kumar. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Arjun Rao Ravi Kumar USA English R Teens A adventure movie directed by Arjun Rao, starring Ravi Kumar. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1502,Dreams of Tomorrow 1502,Thriller,James Anderson,Emily Brown,USA,2010,A,108,Korean,1.79,68211,Teens,"A thriller movie directed by James Anderson, starring Emily Brown. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller James Anderson Emily Brown USA Korean A Teens A thriller movie directed by James Anderson, starring Emily Brown. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1503,Dark Night 1503,Thriller,James Anderson,Robert King,Japan,2002,U,99,Japanese,6.24,411940,Adults,"A thriller movie directed by James Anderson, starring Robert King. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller James Anderson Robert King Japan Japanese U Adults A thriller movie directed by James Anderson, starring Robert King. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1504,The Warrior 1504,Comedy,Raj Kumar,Michael Johnson,USA,2025,PG-13,132,Korean,3.75,497588,Kids,"A comedy movie directed by Raj Kumar, starring Michael Johnson. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Raj Kumar Michael Johnson USA Korean PG-13 Kids A comedy movie directed by Raj Kumar, starring Michael Johnson. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1505,The Final Mission 1505,Drama,Christopher Lee,John Carter,South Korea,2001,R,108,Japanese,8.74,69739,Teens,"A drama movie directed by Christopher Lee, starring John Carter. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Christopher Lee John Carter South Korea Japanese R Teens A drama movie directed by Christopher Lee, starring John Carter. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1506,The Secret 1506,Thriller,Michael Brown,Ananya Sharma,South Korea,2015,U/A,130,Spanish,4.28,440607,Teens,"A thriller movie directed by Michael Brown, starring Ananya Sharma. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller Michael Brown Ananya Sharma South Korea Spanish U/A Teens A thriller movie directed by Michael Brown, starring Ananya Sharma. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1507,Love Story 1507,Sci-Fi,Steven Martin,David Miller,USA,2002,U/A,148,English,6.21,269615,Kids,"A sci-fi movie directed by Steven Martin, starring David Miller. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Steven Martin David Miller USA English U/A Kids A sci-fi movie directed by Steven Martin, starring David Miller. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1508,Silent Killer 1508,Drama,Raj Kumar,Arjun Reddy,Japan,2019,U/A,99,Hindi,7.78,243559,Family,"A drama movie directed by Raj Kumar, starring Arjun Reddy. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Raj Kumar Arjun Reddy Japan Hindi U/A Family A drama movie directed by Raj Kumar, starring Arjun Reddy. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1509,The Warrior 1509,Thriller,John Williams,Daniel Scott,South Korea,2018,PG-13,98,French,7.57,138000,Teens,"A thriller movie directed by John Williams, starring Daniel Scott. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller John Williams Daniel Scott South Korea French PG-13 Teens A thriller movie directed by John Williams, starring Daniel Scott. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1510,Digital World 1510,Comedy,Daniel Thomas,Ravi Kumar,Japan,2010,U,92,Hindi,7.06,183836,Teens,"A comedy movie directed by Daniel Thomas, starring Ravi Kumar. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Daniel Thomas Ravi Kumar Japan Hindi U Teens A comedy movie directed by Daniel Thomas, starring Ravi Kumar. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1511,The Secret 1511,Animation,Michael Brown,John Carter,USA,2021,U,171,Korean,4.99,174104,Adults,"A animation movie directed by Michael Brown, starring John Carter. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation Michael Brown John Carter USA Korean U Adults A animation movie directed by Michael Brown, starring John Carter. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1512,The Warrior 1512,Action,John Williams,Chris Evans,Australia,2012,U,165,Japanese,3.09,348203,Teens,"A action movie directed by John Williams, starring Chris Evans. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Action John Williams Chris Evans Australia Japanese U Teens A action movie directed by John Williams, starring Chris Evans. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1513,Magic World 1513,Horror,James Anderson,Priya Rao,Canada,2019,PG-13,151,Spanish,9.67,53075,Kids,"A horror movie directed by James Anderson, starring Priya Rao. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror James Anderson Priya Rao Canada Spanish PG-13 Kids A horror movie directed by James Anderson, starring Priya Rao. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
1514,The Last Journey 1514,Animation,Priya Sharma,John Carter,South Korea,2018,U,105,Spanish,3.68,56496,Adults,"A animation movie directed by Priya Sharma, starring John Carter. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Animation Priya Sharma John Carter South Korea Spanish U Adults A animation movie directed by Priya Sharma, starring John Carter. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1515,The Final Mission 1515,Sci-Fi,Michael Brown,David Miller,France,2008,U/A,99,English,6.87,84819,Adults,"A sci-fi movie directed by Michael Brown, starring David Miller. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Michael Brown David Miller France English U/A Adults A sci-fi movie directed by Michael Brown, starring David Miller. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1516,The Warrior 1516,Action,John Williams,Ananya Sharma,USA,2006,U,130,English,6.27,143426,Family,"A action movie directed by John Williams, starring Ananya Sharma. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Action John Williams Ananya Sharma USA English U Family A action movie directed by John Williams, starring Ananya Sharma. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1517,The Final Mission 1517,Adventure,Priya Sharma,Daniel Scott,USA,2022,A,157,Korean,1.43,46221,Kids,"A adventure movie directed by Priya Sharma, starring Daniel Scott. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Priya Sharma Daniel Scott USA Korean A Kids A adventure movie directed by Priya Sharma, starring Daniel Scott. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1518,Unknown Enemy 1518,Comedy,Raj Kumar,Ananya Sharma,Canada,2010,PG,117,French,5.71,249206,Adults,"A comedy movie directed by Raj Kumar, starring Ananya Sharma. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Raj Kumar Ananya Sharma Canada French PG Adults A comedy movie directed by Raj Kumar, starring Ananya Sharma. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
1519,Ocean Mystery 1519,Thriller,Raj Kumar,Tom Harris,India,2005,PG-13,125,Tamil,6.39,483341,Family,"A thriller movie directed by Raj Kumar, starring Tom Harris. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller Raj Kumar Tom Harris India Tamil PG-13 Family A thriller movie directed by Raj Kumar, starring Tom Harris. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1520,Magic World 1520,Action,Steven Martin,Ananya Sharma,India,2000,R,178,Japanese,8.29,1566,Teens,"A action movie directed by Steven Martin, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Steven Martin Ananya Sharma India Japanese R Teens A action movie directed by Steven Martin, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1521,The Great Adventure 1521,Sci-Fi,Priya Sharma,Ravi Kumar,UK,2019,U,126,Hindi,4.28,414062,Adults,"A sci-fi movie directed by Priya Sharma, starring Ravi Kumar. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Priya Sharma Ravi Kumar UK Hindi U Adults A sci-fi movie directed by Priya Sharma, starring Ravi Kumar. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1522,The Secret 1522,Romance,John Williams,Arjun Reddy,Japan,2006,U/A,140,English,9.97,491503,Kids,"A romance movie directed by John Williams, starring Arjun Reddy. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance John Williams Arjun Reddy Japan English U/A Kids A romance movie directed by John Williams, starring Arjun Reddy. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1523,The Last Journey 1523,Adventure,Raj Kumar,David Miller,Japan,2025,R,91,English,4.23,362200,Teens,"A adventure movie directed by Raj Kumar, starring David Miller. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Raj Kumar David Miller Japan English R Teens A adventure movie directed by Raj Kumar, starring David Miller. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1524,Lost World 1524,Action,James Anderson,Tom Harris,UK,2004,A,125,Korean,7.59,152371,Kids,"A action movie directed by James Anderson, starring Tom Harris. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Action James Anderson Tom Harris UK Korean A Kids A action movie directed by James Anderson, starring Tom Harris. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
